Old Listing Key,New Listing Key,,,,,
3yd-MRIS-AA10015761,3yd-TRENDPA-1000135071,,,,,
3yd-MRIS-AA10024667,3yd-TRENDPA-1000135069,,,,,
3yd-MRIS-AA10017726,3yd-TRENDPA-1000135073,,,,,
3yd-MRIS-AA10019437,3yd-TRENDPA-1000135075,,,,,
3yd-MRIS-AA10019959,3yd-TRENDPA-1000135077,,,,,
3yd-MRIS-AA10016284,3yd-TRENDPA-1000135079,,,,,
3yd-MRIS-AA10018949,3yd-TRENDPA-1000135081,,,,,
3yd-MRIS-AA10020614,3yd-TRENDPA-1000135085,,,,,
3yd-MRIS-AA10019838,3yd-TRENDPA-1000135087,,,,,
3yd-MRIS-AA10021106,3yd-TRENDPA-1000135089,,,,,
3yd-MRIS-AA10017732,3yd-TRENDPA-1000135091,,,,,
3yd-MRIS-AA10015770,3yd-TRENDPA-1000135093,,,,,
3yd-MRIS-AA10018113,3yd-TRENDPA-1000135095,,,,,
3yd-MRIS-AA10017042,3yd-TRENDPA-1000135097,,,,,
3yd-MRIS-AA10016020,3yd-TRENDPA-1000135099,,,,,
3yd-MRIS-AA10019552,3yd-TRENDPA-1000135103,,,,,
3yd-MRIS-AA10019134,3yd-TRENDPA-1000135105,,,,,
3yd-MRIS-AA10017838,3yd-TRENDPA-1000135107,,,,,
3yd-MRIS-AA10017373,3yd-TRENDPA-1000135109,,,,,
3yd-MRIS-AA10018184,3yd-TRENDPA-1000135111,,,,,
3yd-MRIS-AA10018595,3yd-TRENDPA-1000135113,,,,,
3yd-MRIS-AA10017383,3yd-TRENDPA-1000135115,,,,,
3yd-MRIS-AA10017896,3yd-TRENDPA-1000135117,,,,,
3yd-MRIS-AA10016321,3yd-TRENDPA-1000135119,,,,,
3yd-MRIS-AA10017459,3yd-TRENDPA-1000135123,,,,,
3yd-MRIS-AA10016940,3yd-TRENDPA-1000135127,,,,,
3yd-MRIS-AA10017464,3yd-TRENDPA-1000135129,,,,,
3yd-MRIS-AA10019015,3yd-TRENDPA-1000135131,,,,,
3yd-MRIS-AA10018217,3yd-TRENDPA-1000135133,,,,,
3yd-MRIS-AA10017982,3yd-TRENDPA-1000135135,,,,,
3yd-MRIS-AA10017943,3yd-TRENDPA-1000135137,,,,,
3yd-MRIS-AA10016581,3yd-TRENDPA-1000135145,,,,,
3yd-MRIS-AA10019693,3yd-TRENDPA-1000135149,,,,,
3yd-MRIS-AA10019066,3yd-TRENDPA-1000135151,,,,,
3yd-MRIS-AA10021903,3yd-TRENDPA-1000135153,,,,,
3yd-MRIS-AA10018238,3yd-TRENDPA-1000135155,,,,,
3yd-MRIS-AA10009754,3yd-TRENDPA-1000134841,,,,,
3yd-MRIS-AA10013737,3yd-TRENDPA-1000134861,,,,,
3yd-MRIS-AA10014069,3yd-TRENDPA-1000134871,,,,,
3yd-MRIS-AA10014070,3yd-TRENDPA-1000134879,,,,,
3yd-MRIS-AA10014852,3yd-TRENDPA-1000134889,,,,,
3yd-MRIS-AA10013863,3yd-TRENDPA-1000134909,,,,,
3yd-MRIS-AA10014604,3yd-TRENDPA-1000134917,,,,,
3yd-MRIS-AA10015317,3yd-TRENDPA-1000134927,,,,,
3yd-MRIS-AA10014326,3yd-TRENDPA-1000134931,,,,,
3yd-MRIS-AA10014594,3yd-TRENDPA-1000134937,,,,,
3yd-MRIS-AA10014105,3yd-TRENDPA-1000134945,,,,,
3yd-MRIS-AA10014937,3yd-TRENDPA-1000134953,,,,,
3yd-MRIS-AA10013392,3yd-TRENDPA-1000134959,,,,,
3yd-MRIS-AA10013806,3yd-TRENDPA-1000134967,,,,,
3yd-MRIS-AA10013493,3yd-TRENDPA-1000134969,,,,,
3yd-MRIS-AA10015263,3yd-TRENDPA-1000134975,,,,,
3yd-MRIS-AA10026820,3yd-TRENDPA-1000134995,,,,,
3yd-MRIS-AA10014809,3yd-TRENDPA-1000134997,,,,,
3yd-MRIS-AA10015794,3yd-TRENDPA-1000134847,,,,,
3yd-MRIS-AA10013326,3yd-TRENDPA-1000134865,,,,,
3yd-MRIS-AA10014914,3yd-TRENDPA-1000134877,,,,,
3yd-MRIS-AA10013984,3yd-TRENDPA-1000134919,,,,,
3yd-MRIS-AA10013891,3yd-TRENDPA-1000134929,,,,,
3yd-MRIS-AA10015186,3yd-TRENDPA-1000134941,,,,,
3yd-MRIS-AA10017372,3yd-TRENDPA-1000134951,,,,,
3yd-MRIS-AA10014014,3yd-TRENDPA-1000134963,,,,,
3yd-MRIS-AA10018270,3yd-TRENDPA-1000134973,,,,,
3yd-MRIS-AA10019450,3yd-TRENDPA-1000135001,,,,,
3yd-MRIS-AA10015322,3yd-TRENDPA-1000135005,,,,,
3yd-MRIS-AA10014023,3yd-TRENDPA-1000135007,,,,,
3yd-MRIS-AA10015605,3yd-TRENDPA-1000135011,,,,,
3yd-MRIS-AA10014830,3yd-TRENDPA-1000135015,,,,,
3yd-MRIS-AA10020462,3yd-TRENDPA-1000135017,,,,,
3yd-MRIS-AA10013532,3yd-TRENDPA-1000135021,,,,,
3yd-MRIS-AA10014059,3yd-TRENDPA-1000135025,,,,,
3yd-MRIS-AA10013182,3yd-TRENDPA-1000134845,,,,,
3yd-MRIS-AA10013596,3yd-TRENDPA-1000134849,,,,,
3yd-MRIS-AA10009279,3yd-TRENDPA-1000134855,,,,,
3yd-MRIS-AA10013042,3yd-TRENDPA-1000134859,,,,,
3yd-MRIS-AA10015803,3yd-TRENDPA-1000134869,,,,,
3yd-MRIS-AA10013736,3yd-TRENDPA-1000134873,,,,,
3yd-MRIS-AA10013843,3yd-TRENDPA-1000134881,,,,,
3yd-MRIS-AA10016586,3yd-TRENDPA-1000134883,,,,,
3yd-MRIS-AA10017150,3yd-TRENDPA-1000134891,,,,,
3yd-MRIS-AA10013220,3yd-TRENDPA-1000134893,,,,,
3yd-MRIS-AA10013235,3yd-TRENDPA-1000134903,,,,,
3yd-MRIS-AA10015354,3yd-TRENDPA-1000134911,,,,,
3yd-MRIS-AA10014136,3yd-TRENDPA-1000134915,,,,,
3yd-MRIS-AA10016337,3yd-TRENDPA-1000134921,,,,,
3yd-MRIS-AA10017931,3yd-TRENDPA-1000134925,,,,,
3yd-MRIS-AA10015515,3yd-TRENDPA-1000134933,,,,,
3yd-MRIS-AA10014674,3yd-TRENDPA-1000134939,,,,,
3yd-MRIS-AA10014705,3yd-TRENDPA-1000134949,,,,,
3yd-MRIS-AA10011878,3yd-TRENDPA-1000134843,,,,,
3yd-MRIS-AA10010441,3yd-TRENDPA-1000134853,,,,,
3yd-MRIS-AA10013821,3yd-TRENDPA-1000134863,,,,,
3yd-MRIS-AA10011857,3yd-TRENDPA-1000134875,,,,,
3yd-MRIS-AA10014071,3yd-TRENDPA-1000134885,,,,,
3yd-MRIS-AA10013890,3yd-TRENDPA-1000134905,,,,,
3yd-MRIS-AA10014095,3yd-TRENDPA-1000134913,,,,,
3yd-MRIS-AA10014139,3yd-TRENDPA-1000134923,,,,,
3yd-MRIS-AA10013918,3yd-TRENDPA-1000134935,,,,,
3yd-MRIS-AA10014806,3yd-TRENDPA-1000134961,,,,,
3yd-MRIS-AA10014406,3yd-TRENDPA-1000134965,,,,,
3yd-MRIS-AA10014198,3yd-TRENDPA-1000134971,,,,,
3yd-MRIS-AA10014904,3yd-TRENDPA-1000134977,,,,,
3yd-MRIS-AA10013816,3yd-TRENDPA-1000134991,,,,,
3yd-MRIS-AA10014952,3yd-TRENDPA-1000134999,,,,,
3yd-MRIS-AA10013535,3yd-TRENDPA-1000135003,,,,,
3yd-MRIS-AA10021951,3yd-TRENDPA-1000135013,,,,,
3yd-MRIS-AA10021044,3yd-TRENDPA-1000135023,,,,,
3yd-MRIS-AA10018489,3yd-TRENDPA-1000135027,,,,,
3yd-MRIS-AA10016064,3yd-TRENDPA-1000135029,,,,,
3yd-MRIS-AA10016708,3yd-TRENDPA-1000135031,,,,,
3yd-MRIS-AA10016959,3yd-TRENDPA-1000135033,,,,,
3yd-MRIS-AA10014469,3yd-TRENDPA-1000135035,,,,,
3yd-MRIS-AA10017735,3yd-TRENDPA-1000135037,,,,,
3yd-MRIS-AA10016537,3yd-TRENDPA-1000135039,,,,,
3yd-MRIS-AA10016126,3yd-TRENDPA-1000135045,,,,,
3yd-MRIS-AA10018058,3yd-TRENDPA-1000135047,,,,,
3yd-MRIS-AA10015913,3yd-TRENDPA-1000135049,,,,,
3yd-MRIS-AA10015058,3yd-TRENDPA-1000135051,,,,,
3yd-MRIS-AA10018617,3yd-TRENDPA-1000135053,,,,,
3yd-MRIS-AA10016176,3yd-TRENDPA-1000135055,,,,,
3yd-MRIS-AA10018448,3yd-TRENDPA-1000135057,,,,,
3yd-MRIS-AA10019444,3yd-TRENDPA-1000135059,,,,,
3yd-MRIS-AA10017706,3yd-TRENDPA-1000135061,,,,,
3yd-MRIS-AA10016579,3yd-TRENDPA-1000135065,,,,,
3yd-MRIS-AA9991039,3yd-TRENDPA-1000133885,,,,,
3yd-MRIS-AA9989407,3yd-TRENDPA-1000133895,,,,,
3yd-MRIS-AA9986426,3yd-TRENDPA-1000133917,,,,,
3yd-MRIS-AA10006166,3yd-TRENDPA-1000133933,,,,,
3yd-MRIS-AA10042717,3yd-TRENDPA-1000133945,,,,,
3yd-MRIS-AA9992748,3yd-TRENDPA-1000133955,,,,,
3yd-MRIS-AA9990007,3yd-TRENDPA-1000133965,,,,,
3yd-MRIS-AA9990922,3yd-TRENDPA-1000133975,,,,,
3yd-MRIS-AA9991069,3yd-TRENDPA-1000133985,,,,,
3yd-MRIS-AA9989175,3yd-TRENDPA-1000133993,,,,,
3yd-MRIS-AA9992359,3yd-TRENDPA-1000134003,,,,,
3yd-MRIS-AA9994891,3yd-TRENDPA-1000134035,,,,,
3yd-MRIS-AA9994009,3yd-TRENDPA-1000134051,,,,,
3yd-MRIS-AA9992753,3yd-TRENDPA-1000134057,,,,,
3yd-MRIS-AA9994058,3yd-TRENDPA-1000134061,,,,,
3yd-MRIS-AA9992548,3yd-TRENDPA-1000134067,,,,,
3yd-MRIS-AA9997873,3yd-TRENDPA-1000134073,,,,,
3yd-MRIS-AA9986948,3yd-TRENDPA-1000133889,,,,,
3yd-MRIS-AA9993160,3yd-TRENDPA-1000133899,,,,,
3yd-MRIS-AA9986062,3yd-TRENDPA-1000133909,,,,,
3yd-MRIS-AA9998479,3yd-TRENDPA-1000133925,,,,,
3yd-MRIS-AA9987958,3yd-TRENDPA-1000133937,,,,,
3yd-MRIS-AA9993777,3yd-TRENDPA-1000134097,,,,,
3yd-MRIS-AA9991589,3yd-TRENDPA-1000134107,,,,,
3yd-MRIS-AA9994681,3yd-TRENDPA-1000134117,,,,,
3yd-MRIS-AA9995064,3yd-TRENDPA-1000134127,,,,,
3yd-MRIS-AA9995492,3yd-TRENDPA-1000134137,,,,,
3yd-MRIS-AA9995632,3yd-TRENDPA-1000134141,,,,,
3yd-MRIS-AA9996925,3yd-TRENDPA-1000134145,,,,,
3yd-MRIS-AA9995253,3yd-TRENDPA-1000134147,,,,,
3yd-MRIS-AA9994025,3yd-TRENDPA-1000134151,,,,,
3yd-MRIS-AA10015626,3yd-TRENDPA-1000134155,,,,,
3yd-MRIS-AA9996696,3yd-TRENDPA-1000134157,,,,,
3yd-MRIS-AA9993206,3yd-TRENDPA-1000134161,,,,,
3yd-MRIS-AA9996161,3yd-TRENDPA-1000134165,,,,,
3yd-MRIS-AA9992372,3yd-TRENDPA-1000134167,,,,,
3yd-MRIS-AA9971691,3yd-TRENDPA-1000133521,,,,,
3yd-MRIS-AA9978158,3yd-TRENDPA-1000133533,,,,,
3yd-MRIS-AA9974412,3yd-TRENDPA-1000133543,,,,,
3yd-MRIS-AA9978896,3yd-TRENDPA-1000133553,,,,,
3yd-MRIS-AA9980102,3yd-TRENDPA-1000133583,,,,,
3yd-MRIS-AA9981179,3yd-TRENDPA-1000133595,,,,,
3yd-MRIS-AA9978555,3yd-TRENDPA-1000133605,,,,,
3yd-MRIS-AA9977385,3yd-TRENDPA-1000133615,,,,,
3yd-MRIS-AA10032690,3yd-TRENDPA-1000133625,,,,,
3yd-MRIS-AA9977585,3yd-TRENDPA-1000133635,,,,,
3yd-MRIS-AA9977025,3yd-TRENDPA-1000133649,,,,,
3yd-MRIS-AA9985709,3yd-TRENDPA-1000133659,,,,,
3yd-MRIS-AA10010608,3yd-TRENDPA-1000133669,,,,,
3yd-MRIS-AA9981336,3yd-TRENDPA-1000133681,,,,,
3yd-MRIS-AA9982351,3yd-TRENDPA-1000133703,,,,,
3yd-MRIS-AA9987915,3yd-TRENDPA-1000133713,,,,,
3yd-MRIS-AA9981782,3yd-TRENDPA-1000133725,,,,,
3yd-MRIS-AA9976589,3yd-TRENDPA-1000133529,,,,,
3yd-MRIS-AA9982170,3yd-TRENDPA-1000133747,,,,,
3yd-MRIS-AA9984449,3yd-TRENDPA-1000133751,,,,,
3yd-MRIS-AA9986176,3yd-TRENDPA-1000133757,,,,,
3yd-MRIS-AA9987397,3yd-TRENDPA-1000133765,,,,,
3yd-MRIS-AA9984080,3yd-TRENDPA-1000133781,,,,,
3yd-MRIS-AA9987821,3yd-TRENDPA-1000133791,,,,,
3yd-MRIS-AA9982581,3yd-TRENDPA-1000133793,,,,,
3yd-MRIS-AA9985855,3yd-TRENDPA-1000133803,,,,,
3yd-MRIS-AA9984426,3yd-TRENDPA-1000133811,,,,,
3yd-MRIS-AA9982232,3yd-TRENDPA-1000133813,,,,,
3yd-MRIS-AA9983837,3yd-TRENDPA-1000133827,,,,,
3yd-MRIS-AA9982254,3yd-TRENDPA-1000133835,,,,,
3yd-MRIS-AA9993726,3yd-TRENDPA-1000133837,,,,,
3yd-MRIS-AA9975129,3yd-TRENDPA-1000133517,,,,,
3yd-MRIS-AA9977100,3yd-TRENDPA-1000133527,,,,,
3yd-MRIS-AA9978224,3yd-TRENDPA-1000133539,,,,,
3yd-MRIS-AA9979347,3yd-TRENDPA-1000133551,,,,,
3yd-MRIS-AA9975648,3yd-TRENDPA-1000133561,,,,,
3yd-MRIS-AA9980126,3yd-TRENDPA-1000133571,,,,,
3yd-MRIS-AA9979947,3yd-TRENDPA-1000133581,,,,,
3yd-MRIS-AA9982095,3yd-TRENDPA-1000133591,,,,,
3yd-MRIS-AA9988069,3yd-TRENDPA-1000133629,,,,,
3yd-MRIS-AA9989101,3yd-TRENDPA-1000133639,,,,,
3yd-MRIS-AA9981208,3yd-TRENDPA-1000133661,,,,,
3yd-MRIS-AA9980902,3yd-TRENDPA-1000133679,,,,,
3yd-MRIS-AA9977106,3yd-TRENDPA-1000133689,,,,,
3yd-MRIS-AA9980025,3yd-TRENDPA-1000133701,,,,,
3yd-MRIS-AA9982375,3yd-TRENDPA-1000133721,,,,,
3yd-MRIS-AA9988615,3yd-TRENDPA-1000133731,,,,,
3yd-MRIS-AA9972756,3yd-TRENDPA-1000133515,,,,,
3yd-MRIS-AA9973679,3yd-TRENDPA-1000133519,,,,,
3yd-MRIS-AA9984000,3yd-TRENDPA-1000133523,,,,,
3yd-MRIS-AA9975092,3yd-TRENDPA-1000133531,,,,,
3yd-MRIS-AA9975147,3yd-TRENDPA-1000133541,,,,,
3yd-MRIS-AA9975900,3yd-TRENDPA-1000133545,,,,,
3yd-MRIS-AA9977089,3yd-TRENDPA-1000133549,,,,,
3yd-MRIS-AA9980223,3yd-TRENDPA-1000133555,,,,,
3yd-MRIS-AA9980546,3yd-TRENDPA-1000133565,,,,,
3yd-MRIS-AA9981171,3yd-TRENDPA-1000133575,,,,,
3yd-MRIS-AA9980921,3yd-TRENDPA-1000133577,,,,,
3yd-MRIS-AA9977286,3yd-TRENDPA-1000133585,,,,,
3yd-MRIS-AA9987911,3yd-TRENDPA-1000133587,,,,,
3yd-MRIS-AA9989322,3yd-TRENDPA-1000133593,,,,,
3yd-MRIS-AA9980530,3yd-TRENDPA-1000133597,,,,,
3yd-MRIS-AA9976178,3yd-TRENDPA-1000133603,,,,,
3yd-MRIS-AA9979346,3yd-TRENDPA-1000133611,,,,,
3yd-MRIS-AA9977764,3yd-TRENDPA-1000133613,,,,,
3yd-MRIS-AA9980542,3yd-TRENDPA-1000133621,,,,,
3yd-MRIS-AA9982508,3yd-TRENDPA-1000133623,,,,,
3yd-MRIS-AA9980560,3yd-TRENDPA-1000133631,,,,,
3yd-MRIS-AA9996585,3yd-TRENDPA-1000133641,,,,,
3yd-MRIS-AA9978583,3yd-TRENDPA-1000133647,,,,,
3yd-MRIS-AA9979970,3yd-TRENDPA-1000133653,,,,,
3yd-MRIS-AA9977798,3yd-TRENDPA-1000133657,,,,,
3yd-MRIS-AA9980225,3yd-TRENDPA-1000133663,,,,,
3yd-MRIS-AA9977178,3yd-TRENDPA-1000133667,,,,,
3yd-MRIS-AA9981395,3yd-TRENDPA-1000133673,,,,,
3yd-MRIS-AA9978283,3yd-TRENDPA-1000133677,,,,,
3yd-MRIS-AA9981618,3yd-TRENDPA-1000133685,,,,,
3yd-MRIS-AA9981917,3yd-TRENDPA-1000133693,,,,,
3yd-MRIS-AA9986610,3yd-TRENDPA-1000133699,,,,,
3yd-MRIS-AA9983674,3yd-TRENDPA-1000133715,,,,,
3yd-MRIS-AA9998717,3yd-TRENDPA-1000133719,,,,,
3yd-MRIS-AA9984019,3yd-TRENDPA-1000133723,,,,,
3yd-MRIS-AA9982732,3yd-TRENDPA-1000133739,,,,,
3yd-MRIS-AA9983612,3yd-TRENDPA-1000133743,,,,,
3yd-MRIS-AA9984237,3yd-TRENDPA-1000133749,,,,,
3yd-MRIS-AA9985174,3yd-TRENDPA-1000133753,,,,,
3yd-MRIS-AA9982466,3yd-TRENDPA-1000133759,,,,,
3yd-MRIS-AA9983887,3yd-TRENDPA-1000133767,,,,,
3yd-MRIS-AA9982973,3yd-TRENDPA-1000133771,,,,,
3yd-MRIS-AA9985355,3yd-TRENDPA-1000133779,,,,,
3yd-MRIS-AA9985789,3yd-TRENDPA-1000133783,,,,,
3yd-MRIS-AA9987494,3yd-TRENDPA-1000133789,,,,,
3yd-MRIS-AA9984734,3yd-TRENDPA-1000133805,,,,,
3yd-MRIS-AA9992550,3yd-TRENDPA-1000133809,,,,,
3yd-MRIS-AA9986708,3yd-TRENDPA-1000133815,,,,,
3yd-MRIS-AA10003343,3yd-TRENDPA-1000134403,,,,,
3yd-MRIS-AA10002162,3yd-TRENDPA-1000134409,,,,,
3yd-MRIS-AA10001329,3yd-TRENDPA-1000134411,,,,,
3yd-MRIS-AA10008009,3yd-TRENDPA-1000134413,,,,,
3yd-MRIS-AA10002280,3yd-TRENDPA-1000134415,,,,,
3yd-MRIS-AA10003600,3yd-TRENDPA-1000134417,,,,,
3yd-MRIS-AA10005055,3yd-TRENDPA-1000134419,,,,,
3yd-MRIS-AA10003322,3yd-TRENDPA-1000134421,,,,,
3yd-MRIS-AA10006470,3yd-TRENDPA-1000134423,,,,,
3yd-MRIS-AA10003159,3yd-TRENDPA-1000134425,,,,,
3yd-MRIS-AA10003417,3yd-TRENDPA-1000134427,,,,,
3yd-MRIS-AA10001816,3yd-TRENDPA-1000134429,,,,,
3yd-MRIS-AA10001917,3yd-TRENDPA-1000134433,,,,,
3yd-MRIS-AA10003902,3yd-TRENDPA-1000134431,,,,,
3yd-MRIS-AA10003603,3yd-TRENDPA-1000134435,,,,,
3yd-MRIS-AA10005081,3yd-TRENDPA-1000134437,,,,,
3yd-MRIS-AA10002917,3yd-TRENDPA-1000134441,,,,,
3yd-MRIS-AA10004122,3yd-TRENDPA-1000134445,,,,,
3yd-MRIS-AA10002355,3yd-TRENDPA-1000134447,,,,,
3yd-MRIS-AA10001889,3yd-TRENDPA-1000134453,,,,,
3yd-MRIS-AA10004149,3yd-TRENDPA-1000134455,,,,,
3yd-MRIS-AA10007942,3yd-TRENDPA-1000134457,,,,,
3yd-MRIS-AA10003620,3yd-TRENDPA-1000134459,,,,,
3yd-MRIS-AA10002596,3yd-TRENDPA-1000134461,,,,,
3yd-MRIS-AA10002699,3yd-TRENDPA-1000134463,,,,,
3yd-MRIS-AA10003578,3yd-TRENDPA-1000134465,,,,,
3yd-MRIS-AA10004238,3yd-TRENDPA-1000134467,,,,,
3yd-MRIS-AA10002790,3yd-TRENDPA-1000134469,,,,,
3yd-MRIS-AA10003650,3yd-TRENDPA-1000134471,,,,,
3yd-MRIS-AA10004154,3yd-TRENDPA-1000134475,,,,,
3yd-MRIS-AA10003283,3yd-TRENDPA-1000134479,,,,,
3yd-MRIS-AA10005790,3yd-TRENDPA-1000134481,,,,,
3yd-MRIS-AA10004555,3yd-TRENDPA-1000134485,,,,,
3yd-MRIS-AA10002725,3yd-TRENDPA-1000134487,,,,,
3yd-MRIS-AA10011599,3yd-TRENDPA-1000134491,,,,,
3yd-MRIS-AA9997778,3yd-TRENDPA-1000134189,,,,,
3yd-MRIS-AA9995290,3yd-TRENDPA-1000134199,,,,,
3yd-MRIS-AA9996211,3yd-TRENDPA-1000134209,,,,,
3yd-MRIS-AA9994912,3yd-TRENDPA-1000134231,,,,,
3yd-MRIS-AA9995506,3yd-TRENDPA-1000134241,,,,,
3yd-MRIS-AA10000924,3yd-TRENDPA-1000134255,,,,,
3yd-MRIS-AA9998106,3yd-TRENDPA-1000134269,,,,,
3yd-MRIS-AA9998412,3yd-TRENDPA-1000134295,,,,,
3yd-MRIS-AA9998441,3yd-TRENDPA-1000134305,,,,,
3yd-MRIS-AA9997122,3yd-TRENDPA-1000134315,,,,,
3yd-MRIS-AA9998646,3yd-TRENDPA-1000134325,,,,,
3yd-MRIS-AA10000052,3yd-TRENDPA-1000134335,,,,,
3yd-MRIS-AA9998300,3yd-TRENDPA-1000134347,,,,,
3yd-MRIS-AA10000071,3yd-TRENDPA-1000134359,,,,,
3yd-MRIS-AA10002301,3yd-TRENDPA-1000134369,,,,,
3yd-MRIS-AA10006618,3yd-TRENDPA-1000134377,,,,,
3yd-MRIS-AA10000880,3yd-TRENDPA-1000134387,,,,,
3yd-MRIS-AA10002630,3yd-TRENDPA-1000134405,,,,,
3yd-MRIS-AA9994503,3yd-TRENDPA-1000134191,,,,,
3yd-MRIS-AA10000307,3yd-TRENDPA-1000134201,,,,,
3yd-MRIS-AA9996224,3yd-TRENDPA-1000134211,,,,,
3yd-MRIS-AA10004758,3yd-TRENDPA-1000134229,,,,,
3yd-MRIS-AA9996910,3yd-TRENDPA-1000134239,,,,,
3yd-MRIS-AA9996853,3yd-TRENDPA-1000134253,,,,,
3yd-MRIS-AA9995971,3yd-TRENDPA-1000134263,,,,,
3yd-MRIS-AA10000227,3yd-TRENDPA-1000134283,,,,,
3yd-MRIS-AA9997058,3yd-TRENDPA-1000134293,,,,,
3yd-MRIS-AA10001116,3yd-TRENDPA-1000134303,,,,,
3yd-MRIS-AA9999604,3yd-TRENDPA-1000134313,,,,,
3yd-MRIS-AA9997554,3yd-TRENDPA-1000134323,,,,,
3yd-MRIS-AA9997589,3yd-TRENDPA-1000134345,,,,,
3yd-MRIS-AA9998773,3yd-TRENDPA-1000134357,,,,,
3yd-MRIS-AA10000636,3yd-TRENDPA-1000134367,,,,,
3yd-MRIS-AA10001203,3yd-TRENDPA-1000134379,,,,,
3yd-MRIS-AA10002900,3yd-TRENDPA-1000134399,,,,,
3yd-MRIS-AA9994493,3yd-TRENDPA-1000134171,,,,,
3yd-MRIS-AA10000369,3yd-TRENDPA-1000134175,,,,,
3yd-MRIS-AA9995270,3yd-TRENDPA-1000134181,,,,,
3yd-MRIS-AA9996181,3yd-TRENDPA-1000134187,,,,,
3yd-MRIS-AA9994828,3yd-TRENDPA-1000134193,,,,,
3yd-MRIS-AA9995764,3yd-TRENDPA-1000134197,,,,,
3yd-MRIS-AA9996137,3yd-TRENDPA-1000134203,,,,,
3yd-MRIS-AA10003195,3yd-TRENDPA-1000134205,,,,,
3yd-MRIS-AA9996437,3yd-TRENDPA-1000134213,,,,,
3yd-MRIS-AA9996816,3yd-TRENDPA-1000134223,,,,,
3yd-MRIS-AA9999726,3yd-TRENDPA-1000134225,,,,,
3yd-MRIS-AA9996486,3yd-TRENDPA-1000134233,,,,,
3yd-MRIS-AA9999956,3yd-TRENDPA-1000134249,,,,,
3yd-MRIS-AA9997726,3yd-TRENDPA-1000134251,,,,,
3yd-MRIS-AA9998434,3yd-TRENDPA-1000134259,,,,,
3yd-MRIS-AA10002908,3yd-TRENDPA-1000134261,,,,,
3yd-MRIS-AA9999823,3yd-TRENDPA-1000134271,,,,,
3yd-MRIS-AA10000804,3yd-TRENDPA-1000134281,,,,,
3yd-MRIS-AA9995604,3yd-TRENDPA-1000134173,,,,,
3yd-MRIS-AA9996548,3yd-TRENDPA-1000134183,,,,,
3yd-MRIS-AA10014157,3yd-TRENDPA-1000134195,,,,,
3yd-MRIS-AA9998141,3yd-TRENDPA-1000134207,,,,,
3yd-MRIS-AA9998508,3yd-TRENDPA-1000134217,,,,,
3yd-MRIS-AA9995776,3yd-TRENDPA-1000134227,,,,,
3yd-MRIS-AA10006048,3yd-TRENDPA-1000134237,,,,,
3yd-MRIS-AA9999026,3yd-TRENDPA-1000134247,,,,,
3yd-MRIS-AA9999033,3yd-TRENDPA-1000134265,,,,,
3yd-MRIS-AA10004509,3yd-TRENDPA-1000134275,,,,,
3yd-MRIS-AA9998107,3yd-TRENDPA-1000134285,,,,,
3yd-MRIS-AA10001418,3yd-TRENDPA-1000134287,,,,,
3yd-MRIS-AA10001918,3yd-TRENDPA-1000134291,,,,,
3yd-MRIS-AA9997406,3yd-TRENDPA-1000134301,,,,,
3yd-MRIS-AA9997455,3yd-TRENDPA-1000134309,,,,,
3yd-MRIS-AA10000859,3yd-TRENDPA-1000134311,,,,,
3yd-MRIS-AA10037820,3yd-TRENDPA-1000134317,,,,,
3yd-MRIS-AA10000033,3yd-TRENDPA-1000134319,,,,,
3yd-MRIS-AA9998198,3yd-TRENDPA-1000134321,,,,,
3yd-MRIS-AA10000929,3yd-TRENDPA-1000134327,,,,,
3yd-MRIS-AA10006187,3yd-TRENDPA-1000134329,,,,,
3yd-MRIS-AA10000315,3yd-TRENDPA-1000134331,,,,,
3yd-MRIS-AA10018425,3yd-TRENDPA-1000134337,,,,,
3yd-MRIS-AA10001064,3yd-TRENDPA-1000134341,,,,,
3yd-MRIS-AA10000446,3yd-TRENDPA-1000134343,,,,,
3yd-MRIS-AA10000931,3yd-TRENDPA-1000134351,,,,,
3yd-MRIS-AA9999431,3yd-TRENDPA-1000134353,,,,,
3yd-MRIS-AA10006005,3yd-TRENDPA-1000134355,,,,,
3yd-MRIS-AA10022411,3yd-TRENDPA-1000134361,,,,,
3yd-MRIS-AA10001242,3yd-TRENDPA-1000134363,,,,,
3yd-MRIS-AA9999824,3yd-TRENDPA-1000134365,,,,,
3yd-MRIS-AA10004070,3yd-TRENDPA-1000134371,,,,,
3yd-MRIS-AA9998947,3yd-TRENDPA-1000134373,,,,,
3yd-MRIS-AA10000117,3yd-TRENDPA-1000134375,,,,,
3yd-MRIS-AA10000262,3yd-TRENDPA-1000134381,,,,,
3yd-MRIS-AA10005758,3yd-TRENDPA-1000134391,,,,,
3yd-MRIS-AA10002525,3yd-TRENDPA-1000134393,,,,,
3yd-MRIS-AA10004663,3yd-TRENDPA-1000134395,,,,,
3yd-MRIS-AA9962573,3yd-TRENDPA-1000133153,,,,,
3yd-MRIS-AA9963207,3yd-TRENDPA-1000133177,,,,,
3yd-MRIS-AA9960510,3yd-TRENDPA-1000133189,,,,,
3yd-MRIS-AA9962623,3yd-TRENDPA-1000133199,,,,,
3yd-MRIS-AA9974233,3yd-TRENDPA-1000133209,,,,,
3yd-MRIS-AA9972026,3yd-TRENDPA-1000133219,,,,,
3yd-MRIS-AA9961758,3yd-TRENDPA-1000133233,,,,,
